answer,response,label
"Salah saju jenis prosa lama yang menceritakan kehidupan raja, keluarga raja, atau bangsawan."," karya sastra lama berbentuk prosa yang berisi cerita rekaan, keagamaan, historis, biografis atau gabungan dari sifat-sifat itu",5
karya sastra berbentuk prosa dan termasuk dari dalam jenis cerita rakyat seperti kerajaan-kerajaan dan memakai bahasa arkais,karya sastra yang berbentuk prosa dan termasuk dari dalam jenis cerita rakyat seperti kerajaan-kerajaan dan memakai bahasa arkais,5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Memiliki ciri yaitu
Biasanya cerita hikayat berakhir bahagia",0.5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Menggunakan kata arkais
Bersifat istana sentris
Tokoh cerita
Dalam penceritaannya terdapat hal mustahil
Tidak diketahui siapa pengarangnya
Akhir cerita bahagia",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Penyampaiannya secara berbahasa lisan
penciptanya anonim
isi ceritanya yang berkaitan dengan kehidupan di istana atau kerajaan ",3
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Ceritanya Statis (Tidak berubah-ubah / ceritanya tetap)
Menggunakan bahasa yang arkais (bahasa zaman tersebut / tidak diketahui artinya)
Selalu berakhir dengan bahagia
Bersifat anonim",3
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Menggunakan bahasa arkais
mengandung kemustahilan
berlatar kerajaan
karakter mengandung kesaktian
Anonim",4
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Bersifat istanasentris
Anonim
Mengandung banyak nilai
Ceritanya bersifat statis
Selalu bahagia
Menggunakan bahasa arkais
Mengandung kemustahilan",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Bersifat arkais
Istanasentris
Terpapat dengan kemustahilan
Tidak diketahui pengarangnya
bahagia/berakhir bahagia
Terkandung kebudayaan, moral, religi, dll.
Mengandung banyak nilai
Bersifat statis
Anonim",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Bersifat istanasentris
Mengandung hal mustahil
Anonim
Mengandung banyak nilai
Selalu berakhir tentang bahagia",4
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Anonim
Menggunakan bahasa arkais
Mengandung banyak nilai
Ceritanya bersifat statis",3
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","bersifat istana sentris
bersifat cerita berisi nilai
bersifat
cerita selalu berakhir bahagia
berisi kemustahilan
singkat dan jelas bahasanya
tokoh kebanyakan antagonis",4
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Bercerita tentang kerajaan / istana sentris
Bersifat anonim
Mengandung banyak nilai terutama nilai moral
Ceritanya bersifat statis
Selalu berakhir dengan kemenangan tokoh utama
Menggunakan bahasa arkais
Mengandung kemustahilan",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","bersifat istana sentris
Anonim
mengandung banyak nilai
bersifat Statis
akhir cerita happy end
menggunakan bahasa arkais
mengandung kemustahilan",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","di dalam ceritanya bertema kerajaan atau lainnya, biasa berhubungan dengan kisah sihir, dan kadang umumnya berakhir bahagia dengan kemenangan atau lainnya, dengan bertokohkan raja, pengeran, putri, ksatria, dan penyihir, juga memiliki kata kata yang tua atau kata kata yang kebanyakan dipakai orang orang dulu",2
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Menggunakan kata arkais
Berlatar kerajaan
Mengandung kemustahilan
Tokoh-tokoh memiliki sihir",3
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Bersifat istanasentris
Penulisnya anonim
Alurnya tetap
Ceritanya berakhir bahagia
Memuat kemustahilan
Memiliki bentuk prosa
Menggunakan bahasa arkais/kuno",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Bersifat anonim
Mengandung hal yang mustahil
Mengandung banyak nilai
Tokoh didalamnya sakti
Bersifat istana sentris
Selalu bahagia",4
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","bersifat istana sentris
anonim
mengandung banyak nilai 
bahasa arkais
akhir cerita bahagia
mengandung kemustahilan
ceritanya bersifat statis",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Bersifat istana sentris
Anonim atau tidak diketahui pengarangnya
Mengandung banyak nilai
ceritanya bersifat statis / tetap
Menggunakan bahasa arkais
kisahnya selalu berakhir bahagia
Mengandung kemustahilan",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Menggunakan bahasa Arkais
Bersifat istanasentris
Tokoh yang diceritakan memiliki kesaktian di dalam penceritaan terdapat kemustahilan
Anonim dan pengarang tidak diketahui
Ceritanya berakhir bahagia",4
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Istanasentris
Pralogis
Statis
Anonim
Kata arkais
Penyebaran lisan
Tradisional
Didaktis
Kemustahilan
Kesaktian
Nilai-nilai",3
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Menggunakan bahasa arkais
mengandung istanasentris
Mengandung kemustahilan
tokoh mempunyai kesaktian pengarang tidak diketahui atau anonim, bahagia",4
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Berlatar belakang kerajaan
Nama penulis tidak diketahui
Memiliki banyak nilai
Bersifat statis
Memiliki bahagia
Menggunakan bhs zaman dulu",4
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","mengandung kemustahilan
mengandung nilai terutama nilai kemustahilan
bersifat istana sentris
akhir ceritanya selalu bahagia atau tokoh utamanya berakhir bahagia
bersifat fiktif (karangan)",3
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Bercerita tentang kerajaan, keluarga raja, dan bangsawan.
Menggunakan tahapan frasa lama.",1
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Menceritakan tentang kerajaan atau istana sentris
Menceritakan tokoh yang selalu berakhir bahagia
Ceritanya bersifat statis
Bersifat anonim
Mengandung banyak nilai terutama nilai moral",3
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","Bercerita atau berpusat tentang kerajaan, bersifat anonim atau tidak diketahui pengarangnya, selalu diakhiri dengan kemenangan pemeran atau tokoh utama, bersifat statis, cerita yang mengandung kemustahilan",4
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","menggunakan bahasa melayu lama, istana sentris cerita berlatar istana, proligis, ceritanya tidak, statis, bersifat kaku dan tetap",3
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","berpusat atau berceritakan tentang kerajaan, tidak diketahui pengarang dan bersifat anonim, memiliki nilai dan pelajaran hidup, bersifat statis (tidak berkembang), menggunakan bahasa arkais atau kuno, selalu diakhiri dengan kemenangan tokoh utama atau bahagia, cerita tentang kemustahilan",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","bepusat atau bercerita tentang kerajaan, tidak diketahui pengarangnya, memiliki nilai atau pelajaran hidup, tidak berkembang, selalu diakhiri dengan kemenangan tokoh utama, mengandung bahasa arkais, mengandung kemustahilan",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","berpusat atau bercerita tentang kerajaan, bersifat statis (tidak berkembang), menggunakan bahasa arkais, ceritanya mengandung kemustahilan, tidak mengandung banyak nilai atau pelajaran hidup",3
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","menggunakan bahasa melayu lama, istana sentralis cerita berlatarkan istana, proligis, ceritanya tidak masuk akal atau besifat khayalan, statis, bersifat kaku dan tetap",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","bercerita tentang istana atau kerajaan sentris, bersifat anonim, mengandung banyak nilai terutama nilai moral, mengandung kemustahilan, ceritanya bersifat statis, selalu berakhir dengan kemenangan tokoh utama, menggunakan bahasa arkais",3
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","menceritakan tentang kerajaan, penulisnya tidak diketahui, memiliki banyak nilai atau pelajaran hidup, selalu berakhiran happy end / kemenangan tokoh utama, menggunakan bahasa arkais atau kuno, ceritanya mengandung kemustahilan, ceritanya tidak berkembang",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","berpusat atau bercerita tentang kerajaan, tidak diketahui nama pengarangnya atau bersifat anonim, mengandung banyak nilai atau pelajaran hidup, bersifat statis, selalu berakhir dengan kemenangan tokoh utama, menggunakan bahasa arkais, ceritanya mengandung kemustahilan",5
"berpusat atau bercerita tentang kerajaan (istana sentris), tidak diketahui nama pengarangnya (anonim) mengandung banyak nilai, terutama nilai moral bersifat statis tidak berkembang selalu berakhir dengan kemenangan tokoh utama (bahagia) arkais kemustahilan","menggunakan bahasa arkais, cerita selalu diakhiri dengan kemenangan tokoh utama, umumnya tentang keluarga kerajaan zaman dahulu, sudut pandang cerita selalu dari orang ketiga, memuat amanat pembelajaran",4
